ivie_wavs/spk0000-0001.wav,spk0000,0001,free_conversation,belfast,1
ivie_wavs/spk0001-0002.wav,spk0001,0002,free_conversation,belfast,1
ivie_wavs/spk0002-0003.wav,spk0002,0003,free_conversation,belfast,1
ivie_wavs/spk0003-0004.wav,spk0003,0004,free_conversation,belfast,1
ivie_wavs/spk0004-0005.wav,spk0004,0005,free_conversation,belfast,1
ivie_wavs/spk0005-0006.wav,spk0005,0006,free_conversation,belfast,1
ivie_wavs/spk0000-0007.wav,spk0000,0007,free_conversation,belfast,2
ivie_wavs/spk0001-0008.wav,spk0001,0008,free_conversation,belfast,2
ivie_wavs/spk0002-0009.wav,spk0002,0009,free_conversation,belfast,2
ivie_wavs/spk0003-0010.wav,spk0003,0010,free_conversation,belfast,2
ivie_wavs/spk0004-0011.wav,spk0004,0011,free_conversation,belfast,2
ivie_wavs/spk0005-0012.wav,spk0005,0012,free_conversation,belfast,2
ivie_wavs/spk0000-0013.wav,spk0000,0013,free_conversation,belfast,3
ivie_wavs/spk0001-0014.wav,spk0001,0014,free_conversation,belfast,3
ivie_wavs/spk0002-0015.wav,spk0002,0015,free_conversation,belfast,3
ivie_wavs/spk0003-0016.wav,spk0003,0016,free_conversation,belfast,3
ivie_wavs/spk0004-0017.wav,spk0004,0017,free_conversation,belfast,3
ivie_wavs/spk0005-0018.wav,spk0005,0018,free_conversation,belfast,3
ivie_wavs/spk0000-0019.wav,spk0000,0019,free_conversation,belfast,4
ivie_wavs/spk0001-0020.wav,spk0001,0020,free_conversation,belfast,4
ivie_wavs/spk0002-0021.wav,spk0002,0021,free_conversation,belfast,4
ivie_wavs/spk0004-0022.wav,spk0004,0022,free_conversation,belfast,4
ivie_wavs/spk0000-0023.wav,spk0000,0023,free_conversation,belfast,5
ivie_wavs/spk0002-0024.wav,spk0002,0024,free_conversation,belfast,5
ivie_wavs/spk0004-0025.wav,spk0004,0025,free_conversation,belfast,5
ivie_wavs/spk0002-0026.wav,spk0002,0026,free_conversation,belfast,6
ivie_wavs/spk0000-0027.wav,spk0000,0027,map_task,belfast,1
ivie_wavs/spk0001-0028.wav,spk0001,0028,map_task,belfast,1
ivie_wavs/spk0002-0029.wav,spk0002,0029,map_task,belfast,1
ivie_wavs/spk0003-0030.wav,spk0003,0030,map_task,belfast,1
ivie_wavs/spk0004-0031.wav,spk0004,0031,map_task,belfast,1
ivie_wavs/spk0005-0032.wav,spk0005,0032,map_task,belfast,1
ivie_wavs/spk0005-0033.wav,spk0005,0033,map_task,belfast,2a
ivie_wavs/spk0000-0034.wav,spk0000,0034,map_task,belfast,2
ivie_wavs/spk0005-0035.wav,spk0005,0035,map_task,belfast,2b
ivie_wavs/spk0001-0036.wav,spk0001,0036,map_task,belfast,2
ivie_wavs/spk0002-0037.wav,spk0002,0037,map_task,belfast,2
ivie_wavs/spk0003-0038.wav,spk0003,0038,map_task,belfast,2
ivie_wavs/spk0004-0039.wav,spk0004,0039,map_task,belfast,2
ivie_wavs/spk0000-0040.wav,spk0000,0040,map_task,belfast,3
ivie_wavs/spk0001-0041.wav,spk0001,0041,map_task,belfast,3
ivie_wavs/spk0002-0042.wav,spk0002,0042,map_task,belfast,3
ivie_wavs/spk0003-0043.wav,spk0003,0043,map_task,belfast,3
ivie_wavs/spk0004-0044.wav,spk0004,0044,map_task,belfast,3
ivie_wavs/spk0005-0045.wav,spk0005,0045,map_task,belfast,3
